id,slug,user,content,published_date,location,hashtags,mentions,urls,images_urls,videos_urls,num_of_likes,num_of_retweets,num_of_replies,num_of_quotes,score,type,parent_tweet_id,topics,categories,created_at
T59,always-through-sell,U9,"Information decide industry. Tree smile drop when one art. Speech should early serious. Dinner child section mention.
Reveal else also performance history room decision. Evening response beyond level evidence when social. During serve store oil.",2022-10-19 05:36:53.712853,,"['#AI', '#Tech']","['@user2', '@user4']","['http://example.org', 'http://example.net', 'http://example.com']","['http://example.com/image3.jpg', 'http://example.com/image2.jpg']","['http://example.com/video1.mp4', 'http://example.com/video3.mp4']",9955,526,1309,176,11966,replied_to,T7213738571,['cybersecurity'],tutorial,2020-11-14 09:04:28.190841
T60,conference-treat,U9,"Seat whole realize finally play news. Now people assume hundred region order something. Building foot class citizen never public age economic.
Seem order green behind. Four care effect real able soon newspaper.",2022-04-10 08:05:54.335981,,[],['@user4'],[],[],[],44,410,1705,517,2676,replied_to,T4535471146,['quantum computing'],news,2024-04-07 08:20:05.725080
T61,property-cup,U9,"Executive agency else nothing five describe democratic.
Heavy population leave strong operation practice. Until everybody kind class example would peace. Must tax prepare all unit. Various dog hand particular family garden television.",2020-08-24 06:47:10.947739,3987778627.0,[],['@user1'],"['http://example.com', 'http://example.net']","['http://example.com/image2.jpg', 'http://example.com/image3.jpg']",[],1881,2617,947,202,5647,quoted,T6325507887,"['robotics', 'blockchain']",interview,2022-10-03 04:53:04.711972
T62,argue-discussion,U9,"Probably purpose end rather. Produce everything computer enter face dinner.
Beyond make by sense. Understand give let network region design. New consumer foot. Start Mrs major sound develop war eye.
Best fight address remember and could world.",2024-06-30 11:05:50.593361,,"['#Coding', '#Python', '#DataScience']","['@user1', '@user4']","['http://example.net', 'http://example.org']",['http://example.com/image2.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",2209,3659,653,853,7374,replied_to,T5278565401,"['quantum computing', 'blockchain', 'science']",tutorial,2022-02-20 07:16:13.460092
T63,federal-hit-early,U9,"Letter throughout decade positive trade knowledge. Fly since economic strong him. Receive with really together live really.
Like enjoy show staff half shake rock. These above sign. Republican administration hit weight might offer. Admit movie board stock final year.",2023-12-24 19:18:28.990389,5722334201.0,[],['@user2'],[],[],[],7006,4964,777,730,13477,quoted,T5443706451,['data analysis'],news,2022-03-26 22:19:41.671527
T64,case-believe,U9,"Agreement behind would knowledge focus. Eight cup chair door travel.
Executive soon their may best. Feel behind class knowledge middle necessary.
Morning course between today home human remember. Major clearly someone vote lay section where. Art wall film free stock system.",2022-08-27 03:54:21.290817,2196331681.0,['#Python'],['@user4'],[],[],"['http://example.com/video1.mp4', 'http://example.com/video2.mp4']",1407,4760,1540,740,8447,quoted,T7803295359,['cybersecurity'],news,2021-03-19 16:09:16.398757
T65,ask-indeed-series,U9,"Item response pick meeting trouble. Behavior purpose anyone may.
Cultural carry mouth same claim religious American land. Bed mind herself short already concern. Century together fire.
Member health very bag law bad book. Office American must. Election according state ago.",2021-06-18 16:46:59.379814,,[],['@user5'],[],"['http://example.com/image3.jpg', 'http://example.com/image1.jpg', 'http://example.com/image2.jpg']",[],271,2016,1045,845,4177,replied_to,T4511246691,"['technology', 'quantum computing']",opinion,2021-01-31 19:42:42.040855
T66,red-thank-chance,U9,"Happen bad data throughout. Hundred military think tend finish message.
Carry affect this live the.
Prove pull represent citizen forward. Somebody treatment support. A forget consider cup case discuss business until. Present during development their.
Authority wind field series.",2023-10-22 03:39:09.717932,8350445621.0,"['#Coding', '#DataScience']",['@user4'],"['http://example.net', 'http://example.com']","['http://example.com/image1.jpg', 'http://example.com/image2.jpg']",['http://example.com/video2.mp4'],8874,2661,741,395,12671,retweeted,T2705113527,[],tutorial,2022-01-15 08:02:26.024723
T67,impact-especially,U10,"Picture culture sit for although drive thank. Some cut give everything take. Stage collection half partner religious.
Election according always issue. Dog development say end option specific yes.",2024-02-19 19:26:46.949909,,['#MachineLearning'],"['@user5', '@user2']",[],"['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']","['http://example.com/video2.mp4', 'http://example.com/video3.mp4', 'http://example.com/video1.mp4']",889,3104,1628,345,5966,original,,"['robotics', 'quantum computing', 'science']",updates,2019-11-12 16:59:51.769624
T68,past-central-glass,U10,"City agent into water fund nothing. Loss Congress produce garden kid. Coach should pattern recent lay arm.
Enough factor suddenly police become. Beat artist wide interesting.
Medical him agreement.
Tonight project kind catch. Culture key player city activity.
Energy wrong it a.",2021-05-31 14:48:07.825058,9547762546.0,['#Tech'],[],[],"['http://example.com/image3.jpg', 'http://example.com/image2.jpg']",['http://example.com/video1.mp4'],2830,4127,1162,505,8624,retweeted,T5378029367,"['artificial intelligence', 'technology', 'blockchain']",research,2020-04-25 17:00:52.025309
T69,feeling-want,U10,"Including thought care morning activity mean budget. Western gas prepare popular hard stock buy. Owner decade former try yet rule.
Sure reduce business management inside. International PM court today event responsibility foreign room.",2021-03-27 06:13:57.068520,,"['#MachineLearning', '#Python', '#Tech']",[],['http://example.org'],"['http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video1.mp4', 'http://example.com/video3.mp4']",438,2807,308,814,4367,original,,[],news,2023-07-06 12:55:48.090203
T70,tell-test,U10,"Certainly specific Republican travel woman. It bar receive Democrat pay scene mission. Behavior wait before economic.
Show image example office whatever back pretty. Interesting sound ability vote why hope development. Medical drug knowledge responsibility specific simply paper.",2021-02-14 03:24:43.367486,8242085677.0,[],['@user3'],"['http://example.net', 'http://example.com', 'http://example.org']","['http://example.com/image3.jpg', 'http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video1.mp4', 'http://example.com/video2.mp4']",2514,3614,1747,816,8691,replied_to,T4006772123,"['quantum computing', 'robotics']",opinion,2021-03-31 04:54:48.406012
T71,nice-entire,U10,"Need walk nice owner position. By stop energy operation say guess daughter week.
Small affect election instead model game teach. Authority occur heavy around near focus. Against somebody quality night old.",2022-09-24 02:31:00.655917,,[],"['@user4', '@user3']",['http://example.net'],"['http://example.com/image1.jpg', 'http://example.com/image3.jpg', 'http://example.com/image2.jpg']",['http://example.com/video2.mp4'],9661,2211,211,590,12673,retweeted,T4410650969,['cybersecurity'],updates,2022-07-21 19:42:56.230776
T72,born-number-clear,U10,"Amount good visit modern. Home have cover.
Wind hard cell already sister wide. Watch current join water theory simply support police. Price with bad according week bit leader.
Control better can condition as north third. One both PM general long either research they.",2019-09-21 22:11:50.593359,,['#Tech'],['@user2'],"['http://example.org', 'http://example.net']",[],[],5784,4956,1345,866,12951,retweeted,T6535539414,"['robotics', 'cybersecurity', 'science']",review,2022-09-09 17:39:17.555116
T73,risk-others-mr,U10,"Attention there just day somebody bring determine. Save nothing fact eat parent student style share.
Will national I draw tell drop difficult. Where yet film.
Get product leg reality.
Country although blood other. Support field or deep. Maybe indeed visit enjoy.",2020-05-21 19:44:13.740060,2673576731.0,"['#MachineLearning', '#Tech']","['@user3', '@user4', '@user1']","['http://example.org', 'http://example.net']",['http://example.com/image2.jpg'],"['http://example.com/video3.mp4', 'http://example.com/video2.mp4', 'http://example.com/video1.mp4']",8934,1955,583,264,11736,retweeted,T7883647755,"['robotics', 'quantum computing']",review,2021-02-21 14:47:33.127640
T74,again-bank-test,U10,"Off real piece or common style parent. Animal lay check five school tough resource.
Lead Mrs model fight name force ready subject. Debate culture wife education home hot. Perform collection trip that five son local individual.",2022-04-24 22:18:44.269430,,"['#Python', '#AI']",['@user3'],"['http://example.net', 'http://example.com', 'http://example.org']","['http://example.com/image3.jpg', 'http://example.com/image2.jpg', 'http://example.com/image1.jpg']","['http://example.com/video2.mp4', 'http://example.com/video3.mp4']",3267,3467,92,436,7262,retweeted,T8692008882,['science'],opinion,2023-11-20 14:16:23.942941
T75,remain-still-me,U10,"Health their all. Management side must single. Suffer idea back.
Maintain social walk of hundred. Speech arm heart they each enough. Minute woman major.
System available yes executive friend eight cell. With available push difference.",2024-08-09 05:39:56.416964,,"['#MachineLearning', '#AI', '#Python']",['@user2'],"['http://example.net', 'http://example.org']",['http://example.com/image1.jpg'],['http://example.com/video1.mp4'],6246,2359,97,720,9422,quoted,T4467412012,"['robotics', 'cybersecurity']",opinion,2020-12-22 19:02:47.626880
T76,occur-small-area,U10,"Rest protect door lot teacher sit run each. Rate send particularly those majority.
Address across care give parent difficult. Suddenly at staff total issue. Glass rate treat dark. Spend program book professor piece rock nor.",2021-11-09 09:02:13.296460,7074090574.0,"['#MachineLearning', '#Tech', '#Coding']","['@user1', '@user5']","['http://example.com', 'http://example.net', 'http://example.org']","['http://example.com/image3.jpg', 'http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4', 'http://example.com/video3.mp4']",7174,3744,1230,530,12678,retweeted,T9453342873,"['technology', 'blockchain']",opinion,2024-06-04 05:41:19.099902
T77,from-success,U11,"Benefit including similar you pick. Inside left wide go however. Market yet state general again speak section.
Raise environmental establish listen significant others. Season man majority church bar. Suggest every land responsibility.",2024-07-29 15:31:08.712211,,"['#DataScience', '#Tech']",[],"['http://example.net', 'http://example.com', 'http://example.org']",[],[],3441,3460,1914,208,9023,replied_to,T5848487799,[],tutorial,2019-12-04 17:53:43.052362
T78,what-forward-still,U11,"Teacher apply foot team hear. Appear national during give.
Activity far address quite whatever especially. Surface yeah yourself physical shake.
Speak late stuff politics. Middle husband away left guess against type. Country American Congress over concern behavior truth.",2021-09-25 08:29:25.956738,4346289636.0,[],['@user4'],"['http://example.net', 'http://example.com']",[],"['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",6295,4487,18,394,11194,retweeted,T4956055016,"['quantum computing', 'data analysis', 'cybersecurity']",interview,2021-04-22 08:02:51.509277
